Drug	Content	Joined	Posted	Age	Gender
Metformin+diabetes+type+2	Dear sir I am now 48 years old.I am suffering from heart disease since I am 27 years. At the age of 37 I have done CABG 3 i.e Lima to LAD; SVG to D1 and OM1. At the age of 46 I did my second angiogram and found SVG to D1 100% blocked and SVG to OM1 80-90% stenosis. So at the age of 47 I put two stents on OM1. but at that time also my doctor try to put 3rd stent on SVG to OM1 on tissue side but due to high risk they did not put that 3rd stent. What I mean to say is now I have one blockage SVG to D1 100% stenosis and next blockage is on SVG to OM1 on tissue 90% stenosis. My left main artery; LAD and RCA is normal. Now my Question is that how danger my current blockages are ? how they effect to my in my daily life by that blockage ? How can I be get rid of from that blockage ? My current problem is when initial walking pain start on neck sholder; left back of chest pain; chest pain in middle sometime sofocation also in walking. What to do pls pls pls kindly suggest the best and suitable way. My Blood pressure level after Stent upto now is appx. 110/70. My blood sugar level is not constant due to type II diabetic. Current medicines are as follows : Morning Insuline Human Matrix 50 unit 34 Diabose 50mg Effimet 850 mg Selekon XL 25mg Ecosprin 150 mg Imdue 60 mg Telmi 20 mg Evening Insuline Humalog Mix 15 25 Metformin 500mg Clopiet 75 mg Crestor 40 mg Ezetimibe EZ 10mg Nialip 500 mg My Lipid Profile latest report of 05 Feb 2013 is as follows. Cholesterol 155 HDL 22 LDL 108 Triglycerids 125 Pls doctors how to get rid from pain . Pls tell me the pain management method	2013	2013	48	Male
Metformin+diabetes+type+2	how can central apneas be caused by GERD or acid?? my ENT scoped me and saw a really red throat; even after 20mg of nexium I feel sick after a meal and nauseous/about to vomit. I've started to take gaviscon and zantac too; GI recommended zantac before bed and ENT said 80mg of nexium/day; but in divided dose I also have a 3+ or level 4 dust mite allergy; could that cause my sleep breathing problems which have crippled my life??	2011	2012		Male
Metformin+diabetes+type+2	IS IT NORMAL TO HAVE JOINT PAIN AS A SYMPTOM OF PCOS??? I CANT TAKE THE PAIN ANYMORE AND MY DR SAID I HAVE TO LOSE WEIGHT TO CALM DOWN THE SYMPTOMS BUT ITS HARDER THAN I THOUGHT TO EXERCISE WHEN EVERY JOINT IN MY BODY HURTS.	2010	2010	23	Female
Metformin+diabetes+type+2	Reading the ClinicCare article on Steatosis found this interesting.... weighing more than 85 kg who were treated with 270 μg of peginterferon alfa-2a were found to have higher serum trough concentrations of the drug and a higher overall SVR rate.[56;57] Further investigation is under way to assess the efficacy of higher fixed doses of peginterferon alfa-2a and ribavirin in obese patients. Wondering if us chubbs have doctors aware of this... ...Finally; obesity can contribute to fibrosis progression by impairing response to interferon-based therapy. This may occur in part because obesity reduces the bioavailability of interferon. Conventional and peginterferons are injected subcutaneously and preferentially taken up by the lymphatic system. Patients with large amounts of subcutaneous fat may have impaired absorption of the drug because of decreased lymphatic uptake.[55] Although the 2 available types of peginterferon alfa are dosed differently (peginterferon alfa-2a is administered at a fixed dose of 180 μg; whereas peginterferon alfa-2b is dosed at 1.5 μg per kilogram of body weight); the maximum recommended weekly doses are 180 μg of peginterferon alfa-2a and 150 μg of peginterferon alfa-2b. Patients weighing more than 100 kg may therefore receive a suboptimal dose of peginterferon alfa-2b if dosed according to guidelines. Recent data suggest that 180 μg of peginterferon alfa-2a may also be insufficient for heavier patients. In some studies; patients Info at: http://clinicaloptions.com/Hepatitis/Annual%20Updates/2007%20Annual%20Update/Modules/Harrison/Pages/Page%208.aspx	2006	2007	50	Male
Metformin+diabetes+type+2	Dr. Lupo; Thank you for your response and assistance. I greatly appreciate it. I am scheduled for another recheck for the TSH in May. I will also ask for a retest for the T4. However; my T3 level was never tested. When I requested; my Dr. said something to the effect that the T3 doesn't matter. I did receive a call from the Dr.'s office today telling me that my second set of antibodies test shows I have Hoshimoto's Disease and I have another appointment on Friday to discuss options with my Dr. I'm still wondering if a ultrasound shows no nodule's is there a need for a thyroid scan? and if it's dangerous to the thyroid to have the iodine or radiation medicine injected? Hoping you can respond before I go to the Dr.'s on Friday. Thank You for taking the time and reviewing and answering my postings.	2012	2012	47	Female
Metformin+diabetes+type+2	"Why would a doctor not give me a straight up answer about ACTOS? 2nd question: Why would someone who has blood sugar readings of anywhere from 98 to 126 be put on Metformin prior this ACTOS? Is it normal to be much worse off after starting any medication? I used to have such wonderful control upon my own and taking my walks before starting all this ""treatment."" I am so confused that when I ask my physician whether or not ACTOS causes weight gain; she answered; ""No; it does not. It causes weight loss!"" Jiminy crickets! And all over the net various patients are complaining about rapid weight gain. The worst report was a lady who had lost a LOT of weight like I have; and she gained 45 pounds within 3 months when placed on ACTOS. I also had the precursor to diabetes type II (PCOD) and I cannot afford to gain weight. I have lost a whole person off my body and it took me 12 years!!!! I already take Metformin; and am still dealing with the fallout from taking it (slight kidney difficulties--kidney stones; diarrhea; nausea. I have been on Metformin alone for 2 years. As soon as I read these instances of side ACTOS side effects; I was so frustrated and disheartened; that I cannot get a straight and honest answer from someone who is supposed to have my BEST interests at heart. I gain weight at the drop of a hat. I still have about 40 more pounds to go. I cannot afford such setbacks. The only reason my blood sugars arose to 140 was because I control it with exercise; and it is HOT here in Texas. The treadmill isn't the same as propelling my full body weight down a path in the park!!!!! I am AFRAID now to take ACTOS--more so because I don't believe that I was given an honest answer. THe hot weather cannot last forever; and my walks really truly control the sugar when I am able to do them. Even the pharmacist said that it causes swelling (edema). Not to mention I have mitral valve heart damage; and the kidney stone thing going on; and from what I was reading from the pharmaceutical company; it was not recommended that people with heart trouble and kidney trouble take ACTOS. So you can see my frustration and fear?"	2008	2008		
Metformin+diabetes+type+2	"For several months I've been having a general ill feeling. Within the last 2 months it's gone from just feeling tired after a full night sleep to dizziness; fatigue; and nausea spells that come out of nowhere every day (my blood sugar is good; so it's not that). In February I started seeing a new doctor who decided to do a CBC just to check everything because my PCOS was ""flaring up"" again and causing unexplained bleeding. What came back was a WBC count of 17.1 and my HCT was low; I now have a vitamin D deficiency (which isn't rare; but it's annoying). I also had a very high blood pressure for the first time in my life; despite being overweight my blood pressure is usually normal. She decided to send me to a Hematologist who ran some tests but due to health insurance I wasn't able to follow up right away. Two weeks ago I finally followed up with my hematologist and he ran more tests and suggest that I get a bone marrow biopsy. I'm scheduled to get it done this Friday; but I'm wondering what he may be testing for? He wasn't very specific. A few of my recent test results came back either below or above average; and that may give an idea of what's going on; but I'm having a hard time understanding what it all may mean. I've been doing the one thing I shouldn't - reading everything online. A lot of what I read points to an autoimmune disease or something; so I'm just trying to get a few opinions. These are the test results that came back ""weird"": WBC 14.5 HCT 35.5 NU#(ANC) 10.1 Iron; % saturation 10.4 Reticulocyte count 2.0 Alpha-1 blobulin 0.5 Beta globulin 1.4 ESR 61 Maybe I'm just overreacting; but any opinions would be appreciated."	2014	2014	24	Female
Metformin+diabetes+type+2	I am diabetic since 1998; at the time I discovered that I am diabetic the blood level was 450 mg/dl and ketone bodies were +4 out of 5. I managed to lower it within one week with tablets to 130 mg/dl and adopting 0 carb intake; I was obese (160 kg); I lost weight and brought my weight down to 95 kg within 6 months by diet only the famous 0 carb diet and got my hypertension from 160/110 to 110/70 (mm Hg). I kept measuring Fbg and Blood pressure and always found them at 75 mg/dl for fbg and 110/70 for blood tension. till I was conveinced that my pancreas was regenerated and I returned cautiously to normal food and I gained weight. Last year I experienced polyurea and I consulted my Doctor who thought that it is related to my prostate since I am already 58 yrs. I checked my urine sugar before 6 weeks and found 3% sugar excreted in urine ( according to Roche TM urine sugar test stripes. and my FBG 330 mg/dl. my blood pressure 160/110 mg/dl I went to my Doctor and gave me glucophage and I returned to my previous diet and I have a 0 urine sugar level blood pressure 140 /93 mmHg . but my Fbg becomes highest in the morning and lowest at bed time 260 FBG morning and 180 mg/dl at bed time. ( I am on 0 carb diet and I lost so far 10 kgs of my weight. Would you please explain to me why my Fbg is high and bedtime is normal thanks roger jansbick I	2007	2008		
Metformin+diabetes+type+2	I guess I should start by saying I am new here..and I have this dilemna. I feel like **** all the time. Dry; patchy scaly skin; headaches; I dont sleep very well; I am tired all the time not near the energy I had before the surgery. I have almost lost all of my sex drive. I get hot then cold; and it seems like I am forgetting things...even at my job..and that cannot happen. I got my T4 free results: 1.4 TSH 0.434. Dr. says normal. the numbers are normal....but why am I gaining weight (20 pounds). It seems like daily. And why do I feel the way I feel if everything is normal? I have had a hysterectomy 17 yrs ago; that would explain some bloating maybe; and all the weight I gain is right in the middle of my belly...I am starting to look 5 months preggers....This is so NOT fun. Being that I had my thyroid removed 8 months ago; I am currently on Levothyroxine (0.125 mg). I also have type 2 diabetes; insulin dependent. I take 35 units of Lantus at night. I take Novolog on a sliding scale using 2 units per carb. My blood sugars are in control. I take Lisinopril 40mg. I take Amlodipine 5 mg. I have gained weight and cannot lose any. It is as if I have a tube in my belly pumping air in. I do treadmill ; ablounge and pilates 4 days a week. I have even changed the way I eat because of this weight issue.	2009	2009		
Metformin+diabetes+type+2	Well…I got my 4 week PCR results back today and I only got a one log drop from 848;000 to 38;600. To be honest; I thought RVR was a long shot considering my stats going in; but with the amped up doses; I really thought I’d see more of a drop. So now instead of decreasing the Pegasys down to 1 ½ doses a week; I am to stay at the full 360 mcg a week and stay at 1400 Riba until the 12 week mark and then extend SOC to 72 weeks. I’m almost too disheartened to cry right now; but I’m sure the tears will come at some point. I still wonder if I am getting enough…what do you call it? Saturation? with the Riba even at 1400 mg since my hgb is hard pressed to budge downward. But the thought of upping it to 1600 makes me almost physically ill; not that it’s been recommended. So what do you do? Cuss and cry it out for a day then start putting one foot in front of the other again. I mean; what else can you do? I want to clear; but I don’t want to nuke myself in the doing…… So I’ll give myself another jab tonite and hopefully kill off a few more of those buggers; Any suggestions of anything more I could try; even if it's outside the norm? Pam	2008	2009	55	Female
Metformin+diabetes+type+2	Well I have had every blood test possible and all came back good so I have decided to tx will start after my cataract surgery late December but I have to take off weight my GI would like me to lose at least 8 to 10 kilos I will be on Pegitron 100 and Riba 1200 otherwise he will prescribe Pegasys but prefers I do the Pegitron as for my genotype 1b he feels I will have a better chance I was turned on to a product I am considering using I have checked it out on the internet has anyone tried Livskinny My friend has recommened it to me as she has lost 15 pounds in a month She has medical issuesand needed to lose weight and it was prescribed by her doctor and she swears by it It claims all good things for the liver on the website for the product It has been a very nerve racking time since I was diagnosed and I have stayed up all hours of the night researching and reading all the posts debating to tx or not. thank you all for all the informaiton regarding your good and bad experiences with sx on tx but I have finally made the decision to move forward and Go for it I am doing great on the Anti Depressant and feeling like my old self again Depression is a bear and I actually gained weight! during this trying time. Any input will be appreciated	2008	2008	61	Female
Metformin+diabetes+type+2	I was diagnosed with hypothyroidism in June 2008. During the year prior to the diagnosis; I went from a weight of 115-118 lbs to 140-145 lbs. During that time; I was also diagnosed with vitamin B12 deficiency and started on shots. My initial TSH result was 55.54 in June 2008 and I was put on 100 mcg synthroid daily. In mid Sep 2008; my TSH was again tested and result was 0.03 and my synthroid was dropped to 88 mcg daily. For well over a year; I have been on a diet (approx 1000-1200 calories/day) focusing on vegetables; fruits and whole grains. I work out for at least 30 minutes/day; as well as having a job which requires a large amount of exercise (mostly walking). In spite of my diet and exercise; my weight had stayed right around 145; but recently has begun to creep up again - it's now 149. I have talked to my doctor; but have not been given any ideas as to what might still be the problem. Is there something else that we should be looking for that could be causing this? Can you give some ideas of things that might help me lose the excess weight. Since I've never carried this much weight before; it's beginning to affect my feet and knees. Thank you	2008	2008	58	Female
Metformin+diabetes+type+2	Hi I need some help here. I was diagonised PCOS in March; i was put on Metamorfin - a drug that is given to obese diabetic patients - i have read every where and the Dr. told me that the drug helps with loosing weight but my weight isnt shifting. I started an exercise routine way back in December - i have been off any fizzy drinks (Coke; packed juice; etc); off processed sugar plus white bread; cakes; cookies; candy; chocolate; name it. I limit heavily my carbohydrates and i do step aerobics 5 times a week. I drink 8 glasses of water everyday. Apart from my body being toned - am still weighing 220 pounds - what am i doing wrong? I live in Africa and almost all the food is fresh - organic.	2006	2007	32	Female
Metformin+diabetes+type+2	About 8-9 years ;Spine specialist diagnosed Tuberclauses of lower spine; at that time treatment was not started. Now doctor thinks that he want to rule our Tuberclauses at this stage- keeping in view present symptoms- Growth hormones deficiency; Micro haematuria; obs sleep apnea;thyroid hypo; diabetics; hypertension;lymph nodes comes and goes ; What is expected for TB positive?	2012	2013	55	Male
Metformin+diabetes+type+2	Hi; Guys; how's everyone out there? This site is really great. I want you guys to help me with this problem of mine;with those guys that knew about my case; I have gotten the name of the problem; its (POLYCYSTIC OVARIAN SYNDROME) how can you be of help? how do i solve this problem? I live and work in China where I'm having problems of communicating.Whatever you think; please dont esitate to bail me out of this problem of mine as i really need a child now; I just clocked 29 and with almost two years of married and trying to concieve. The Doctor has asked me to go for a blood test but I just want someone to tell me that everything will be fine with me and I'll be pregnant. please do help me. THANKS; FYFY.	2006	2006		
Metformin+diabetes+type+2	Hello; Diagnosed with variable blood pressure. If I take my BP while seated or reclined - after relaxing; it is always hypotension (ie 68/40; 56/38)It gets even lower at night. If I've just walked in to do so; without relaxing first it always quite high (ie 168/135; 172/139) and takes a long while to come down. Given HCTZ (25mgs) for hypertension. Unable to tolerate Ace Inhibitor (Altace) and Beta Blocker (Inderal). (I take thyroid replacement hormone for hypothyroid and Inderal blocks the conversion of T4 to T3 hormone. The Altace raised creatinine levels). Being hypothyroid I really have to be vigilent about exercise; or the weight piles on. But; I'm really nervous about exercising now that I have this wonky BP. I always thought with hypertension a person's BP was up ALL the time. Are these kinds of WILD swings; common? Should I be limiting activity? I really don't have to do a lot to really raise it from hypotension to hypertension-just walk across the room - so what will exercise do to it? What causes such wide swings? I've struggled to finally get the hypothyroid meds optimized and within range; and I feel pretty good. Now I find out I have this weird BP thing too. What hypertension meds will not interfer with thyroid meds? Would you recommend a stronger diuretic (furosimide)? Does furosimide interfer with thyroid hormone replacement? Is there a hypertension med you'd recommend? Can thyroid CAUSE this variable BP problem? Can thyroid meds cause it? Should I be as scared as I am that my BP is all over the map? Thanks so much! little0ne	2002	2002		
Metformin+diabetes+type+2	I have type 2 diabetes; and take metformin; gabapentin; and simvastatin How often should i be testing my blood glucose? This discussion is related to upper leg pain and lower back pain.	2009	2009		
Metformin+diabetes+type+2	Yesterday I spent several hours; running errands. I stopped for a hamburger and diet drink while on the go. When I got home about 2 hours later; I had an upset stomach; body aches; and flushed cheeks. I felt sick and thought I had a fever. But; when I took my temp. it was only 91.4; using a digital thermometer under the tongue. (My temp. usually runs around 96.8.) I took 2 Tums and 2Acetaminophen (550 mg each). About an hour later my temp went up to 94.2; then dropped back down to 92.8 later. I have Type 2 diabetes (and for got to take my metformin in the morning). I had a vaccine shot for hepatitis years ago. This has happened before but not often; and not this extreme. My DR. recently did a thyroid check which came back in the low normal range. What could be causing this??	2014	2014	68	Male
Metformin+diabetes+type+2	I am a Bipolar 2 person with high blood pressure and type 2 diabetes and am on tons of meds including lamictal; wellbutrin; concerta; altace & metformin. Recently I have experienced heart palpitations on an increasing frequency. First it started when I began taking my 2nd 18mg concerta (I take 2 18mg daily). I had palps maybe once or twice a week for 1-2 hours around the same time every day (3-5 hours after taking morning meds). This past week I began to experience it everyday 3-4 hours after morning meds; lasting from 1-3 hours. Finally; I had a day where I was really tired and didn't feel well and the palps started at my usual time and lasted 9 hours. I went to the hospital where they did ECGs; xray and a multitude of blood work. The palps showed on the ECG as well as on the monitors; my blood pressure was around 150/105. Then they suddenly stopped and my blood pressure went down. The doctor said they could ind nothing heart related wrong and I was told I had premature ventricular fibrillations; which are not uncommon or serious. However; they are EXTREMELY uncomfortable and cause shortness of breath and are not going away. I am on a Holter monitor for 24 hours and my doctor prescribed 25mg of atenolol to help stop the palpitations. I feel as if my medications may be the root of the problem; specifically the Concerta. Does it take time for meds to build up in your system and can cause the irregular heart beat problem? I would rather go off concerta than add yet another drug to the mix. Any thoughts on this? The palpitations are becoming a big problem for me.	2006	2006		
Metformin+diabetes+type+2	Okay; first off I know that no one here can actually DX me and that is okay. I'm just looking for support I guess. With that being said; I am a 26yo male in a good health for the most part. I am overweight and have had blood test done cause I was feeling very shakey and always tired and the blood tests showed I have insulin resistance so the Dr gave me Metformin XR to take to help with that while i lose some weight. I'm not diebetic...YET and hopefully I won't get there. Anyway. this whole thing started about a few months ago. I noticed both of my legs felt a little odd and my arms did too; they felt like they were weak but when I would stand on them and use them they didnt seem weak at all but they did tremble a little bit when i would use them but never had any problems lifting or anything like that; yet i still felt like something was wrong with me. I just felt very fatigued overall and slept a lot. This feeling lasted for about a month and then went away completely just as my Mother and I went on vacation. I was thinking it might be stress cause my home life is VERY stressful. I'm worried about my future and my life ingeneral and how I'll get by; normal worries i guess everyone has; but i've always taken things way worse than most people. I tend to dwell on things. So; I was gone on vacation for about a week down south and I had no problems at all. NOTHING. Then shortly after I got back I started to get these little twitches in my arms and legs but its mostly on my left side. They're very minor but i can feel them and they last a few second then go away for hours or even a day or two then come back for a little bit. They seem to go away when i use my muscles and walk around or use my arms. But; if I sit down or lay down for a bit they MAY come back; not always. Then about 2 weeks of it; it all went away again then one week later I started to feel the twitching again. It's still on my left side. My arm and leg. the twitching in my leg is always these 2 spots. One in the back of my caff and the other on the side of my thigh. The twitching in my arm is random but isnt there so much as my leg. And of course the tiredness and wanting to sleep it back but its not every day i feel tired. Lately I've noticed other places in my body twitching like my buttox and my left hip side. Weird huh? Every since this started I've been googling the symptoms over and over and driving myself totally insane. I've read up about all the symptoms of MS and I only have 2 of the huge list of symptoms that are normally associated with MS. I've never any vision problems; no falling no loss of balance ever. No family history of MS. No pain; no sensitiveity to heat... nothing but the randomly twitching muscles and being tired off and on. I wonder if maybe this is all stress anxity and depression and the worrying is just caused by my brain which makes the symptoms worse. My mother is a R.N. and says that it is all in my head and that I'm acting nuts. This worrying about my health has destroyed my social life. I use to be the person who would always wanna go out and have fun and I did go 2 a week but that has stopped completely. I dont' feel like going out; i dont even feel like answering the phone when my friend call and they're pretty much stopped calling me now and moved on. I don't feel like even leaving my room sometimes. I'll just stay on my computer and my games and talk to a couple online friends and that's pretty much my life right now. I don't feel like doing anything unless I feel 100% good; if there is even ONe tiny little thing i feel then i dwell on it and it ruins my whole day. I really need help and answers. Does this sound like something or is it just normal and my brain is making me think it's abnormal. Thank you... Ever since this started ive bee	2009	2009	25	Male
Metformin+diabetes+type+2	About four weeks ago my wife suffered a stroke when she was taken off life support. I believe it was to the left side of the brain because her right leg and arm were totally dead; she couldn't feel them at all. Even when a doctor put a pin to her foot there was no reaction at all. Her speech was a mess and the right side of her face dropped. She is 38 years old. After being at home for two weeks I have been trying my best to get her as back to normal as possible but to be honest I'm going nuts because I don't really know what therapy to use. So far I have managed to get her walking with a frame and her right leg is able to support her weight with a bit of a wobble. Her foot is ticklish now. Her right arm is moving but much weaker than the left one. She is able to do knitting; but there isn't enough strength in her fingers to cut her food with a knife. Her speech is totally back to normal and her face is symetrical again with no droop at all. Is this good progress over a two week period or should there be much more improvement? Doctors have told me that once the deadline of one year is reached; that's it; there's no more improvement. Is that true? I find it hard to believe. I would really appreciate some ideas on the type of exercises I should encourage her to do for building up her strength. I think the feeling is all there; it's just the weakness now. She can move each finger individually and co-ordinate her arm/hand to grab objects. She just seems confused as to how hard to grasp them. Any help is appreciated.	2009	2009	47	Male
Metformin+diabetes+type+2	I need some expert advise on my father's health. He was perfectly alright until October 2010 until he was hospitalized. I need your expert advise for that. He was hospitalized for a week and he was under cardiac surviellance for a week under which he went through ECG; Echocardiogram; Angiogram; and Stress Thallium Test (after 15 days of discharge from Hospital). His stress thallium states as follows: Patient is a case of CAD; hypertension; and type 2 diabetes mellitus with ischaemic cardiomyopathy. Recent CAG shows 70% mid and distal LAD stenosis; 50%om2; and 60-70% RCA lesion. Stress MPI scan is being done to evaluate for reversible ischaemia. The LV cavity appears dilated at both stress and rest. Stress SPECT images reofmrate din the short and long axes shows an area of moderate perfusion defect invoving the Apex; apicoseptal and apicoanterior segments and inferior wall of the LV myocardium which shows mild reperfusion in the resting images. Tracer distribution in rest of the left ventricular myocardium is within normal physiological limits at both stress and rest. Quantification using the emory cardiac toolbox shows evidence of reversible ischameia involving the LAD and RCA territories. Note: The extent of ischemia in severe triple vessle disease may be underestimated due to balanced hypoperfusion. Functional information: Multi gated rest SPECT images show global hypokinesia of the LV myocardium with reduced systolic wall thickening with overall reduced resting left ventricular systolic function. LVEF 15+/-5%. IMPRESSION: Scan evidence of mild stress induced reversible ischaemia involving the apex; apicoseptal and apicoanterior segments and inferior wall of the LV myocardium. Reduced resting systolic LV function with RWMA as described as estimated by quantitative GATED SPECT. Please correlate clinically. Above the report of Stress Thallium test. Kindly suggest what to do. We took several opinions from several doctors; some says he should go for stenting; some says nothing can help him. We dont believe as heart can get deprived so fast without the patient knowing or feeling any indications before. Please suggest what to do. He is taking following medicines. I m giving you generic name: 1. furosemide (trade name in India is Lasix) 20 mg b.i.d. 2. spironolactone (trade name Aldactone) 25 mg o.d. 3. remipril (Trade name Cardace) 10 mg o.d. 4. Asprin; ASA ( Trade name Ecosporin AV 75 MG) h.s. 5. Glimepiride (Trade name Amaryl 2 mg) O.D. 6. Ivabradine (Trade name Ivabrad 5 mg) o.d. 7. GLIMEPIRIDE 2mg and Metformin Hydrochloride IP 850 mg ( GLIMADAY - HS 2 mg ) 8. Paracetamol (Pacimol) 9. Glimepiride (Trade name Amaryl 1 mg) 10. Voglibose (Volix 0.3 mg ) Kindly suggest us what to do. IF you want to see Angiography report i can post that also.	2010	2010	34	Male
Metformin+diabetes+type+2	What are the reasons for vit B12 deficiency. What are long term repercussions of such. What is the remedy	2005	2005		
Metformin+diabetes+type+2	I was diagnosed with diabetes with high blood sugar levels around 3 months ago. I changed my diet; started medication; and started doing walks as per doctor's advice. My blood sugar levels came to normal with all these changes; which took around 3 weeks. After that suddenly I got severe pain in my feets. I had to take rest for 2 to 3 days when the pain cooled down and I could walk again. But anytime I walked little faster or little longer the pain would appear again and I had to take rest for couple of days. This went on and off for about 2 weeks and then I thought I should take rest for 2 to 3 weeks. I took rest and the pain cooled down buy still Iwas having pains in different parts of the feet even during rest. This has been now around 2.5 months and I still have mild pain that move around at different places of feet and sometime lower leg. Meantime I have consulted orthopedic doctors; nurologist; rheumatologist and vascular surgeon with basic tests done like x ray; mri; blood tests and ultrasound doppler test. All these tests are more or less normal as per doctors and do not explain the problem.I still continue to suffer from mild pain in my feets and occasionally lower legs; which increases with after doing short walks and cools down in rest but still happen doing rest. After daylong of short walks and standings the pain is more at night and I have to take pain killer and one medicine suggestefd by neurologist (pregab 75) to sleep.What can be the cause of this pain?	2014	2014		Female
Metformin+diabetes+type+2	"I'm a 61-yr-old male with Type 2 diabetes diagnosed about 2000--and being treated with Glipizide; Metformin and Byetta. After managing to get results of standard test battery ordered by endo in late January (TSH=4.89 with .40--4.0 ""normal"" range; T-4--can't recall but it was ""normal""); with 2-3 months to go before seeing endo-- and no urgency on his part--I concluded I am hypo. I started reviewing my symptoms--96.5 avg temperature...very high cholesterol...depression...and several more--and was able to get my internist to agree with hypo diagnosis 2 1/2 weeks ago. (He's nice guy; but just not knowledgeable enough to help manage my hypo; esp on top of diabetes; am trying to find a decent; openminded endo. Two possibilities locally; perhaps another 3-4 with 2 hour drive to Raleigh or Durham.) After starting on 50 mcg levothyroxin (manufacturer: Mylan) for two weeks; I was concerned Walmart might change to another non-branded generic at some point; screwing up my therapy. So I got my doc to switch me to Levoxyl late last week. About four days before the switch; I started having abnormally high pre-meal sugars (say; 180--200 before meals) which then dropped quickly in the 2-3 hours after meals to 60--100; when they would normally be 140--160... I've usually been pretty stable---(a1c is usually low 6 range)--though not consistently. But I'm concerned about how dangerous or lasting these sugar changes might be--and their cause. Does anyone know whether thyroid meds are known to play games with blood sugars; and whether this may be a temporary stage in adjusting after just starting these meds.? Personal experience is fine; but would also prefer to know about any research that may have been done on this. Are docs aware of it; and can it or need it be treated? Incidentally; I saw some acronyms that are apparently familiar to many who are long-time hypos; but were Greek to me; if anyone can explain---TPO....tpo ab.... Many thanks; Brian134"	2008	2008		
Metformin+diabetes+type+2	Thank you for taking my question. I have been reading that PACs and PVCs are benign in the setting of a structurely sound heart. I have CAD and a 5 graft CABG but have had no heart attacks or heart damage. Does that mean that the PACs and PVCs that I have are benign? In other words; is someone who has CAD and no heart damage considered to have a structurely sound heart? Thanks again.	2006	2007		
Metformin+diabetes+type+2	Is there some correlation between sugar intake and svr? I am not a big sugar user; but the hot weather goes so well with frozen yogurt during the times I don't feel like vomiting. I was also wondering the same thing about carbs. Thanks	2010	2010	52	Male
Metformin+diabetes+type+2	Sandalwood posted this study in the thread below on long term side effects after tx. I found this to be a real eye opener; in that it really validates the randon percentages of treaters that are reporting the exact same problems we have been discussing here on the forum. Thanks for posting this study; because it is very personal; comprehensive; and jarring! Look at the percentages of the 27 test subjects who report all sorts of issues. Consider how this random group could be extrapolated out into the entire treating community. I find the comments and conclusions in this piece to be the FIRST and ONLY that have honestly and thoroughly looked at this issue. The actual experiences of people after finishing therapy. For those that scoff at the idea of therapy after effects; or think its only a small; insignificant group....READ THIS STUDY. Thanks for finding this study Sandalwood.!!! Its unique. Here is the link. Note especially pages 16-20...and conclusions... http://www.sprc.unsw.edu.au/media/File/Recovery_from_hepatitis_C_treatments.pdf I think we have only scratched the surface of the iceberg here on the forum. Who knows what the real long term issues might really involve; and how many are really affected. Like people say in the study...Where ARE the studies? Who did warn any of us of these long term problems? What are the doctors and drug companies doing to find out what is really the status? Read and enjoy....or cry...whatever the case. DoubleDose	2003	2011		
Metformin+diabetes+type+2	"I'm a 60 year old man with type 2 diabetes in fair control with metformin and Lantus; a bit of hypertension; good lipid profiles; good metabolic panels; no manifest symptoms compromising my quality of life...except for bouts of SVT that take me to the ER about every 1-3 months for a hit of adenosine to convert the rhythm. Every time I go to the ER they fuss at me to get an ablation; but frankly; I've just been scared about the (admittedly low) risks...but recently I've had to change medical plans; and the ER coverage just isn't as good as on my previous plans. If I end up in the ER for the adenosine jolt every time I get one of these; under my new plan I could end up paying in the five figures every year just to ""manage"" my SVT. I'm on 100 mg of metoprolol succinate a day; and it still doesn't keep the SVT away. I finally decided to get the ablation; and mine is scheduled for November 21. My EP doc is a guy who's done thousands of these procedures; who has studied with some of the foremost doctors in the field; and who projects every confidence that it's all gonna be fine. And I know the odds are with me. And I'm tired of having to worry about what I'd do if I had an attack of SVT on a plane flying over the ocean; or on a bus while I'm chaperoning a church youth group trip. Most of all; I feel like I can't afford the chronic trips to the ER to convert the rhythm. I used to be able to convert it myself through Valsalva; but it won't convert any more like that...it makes me a little bitter that the rhythm itself isn't dangerous; so in a sense it's an elective treatment for something that can be taken care of by trips to the ER. But the ER treatment is expensive...so it makes you put a price on your life; and apparently my wife and I have come to the decision that my life isn't worth not risking; so that we can save the money we're paying for the chronic trips to the ER. That said; I know the risk is low. And I've seen post after post from people who've had it done for SVT and who say it's the best decision they ever made. And I have confidence in my EP; and he uses anesthetic so I don't worry about any discomfort during the procedure; and he uses cryo for AVNRT and RF for AVRT and says he won't know which it is until he does the mapping; which makes sense...and I'd really love not to have to be troubled any more by this arrhythmia that's plagued me for 46 years. Still...I'm scared. I've set the date; and I'm resigned to it...but I'm scared. Not sure what I think sending this out into the InterWebz will accomplish; maybe I'm just venting. I need to get over myself; I guess."	2016	2016	59	Male
