Drug,Content,Joined,Posted,Age,Gender
Lisinopril+hypertension,My current issues – Head sensations in clusters (top; sides; and back of head); back pain/aches; bone aches in thighs; calves; and fingers; rushing sound in left ear at night or in quiet room; and pressure in rear sometime entire head. Also my scalp has been itchy for past 2-3 months. Have CT; MRA; and ENT Specialist scheduled in next two weeks. Am worried about underlying issues even as recently prescribed medications are dulling the sensations; aches; and pains. My recent history is below. Background – 44 year old male; 5’10”; 210lbs. 24 years in military; retired 3 years ago however remained active and in gym 4-5 days per week. Strength workouts on machines and 20-30 minute endurance workouts on treadmill and elliptical machines alternating days. Healthy diet of High Fiber; Fruits; Vegetables; Chicken and Fish during weekdays. Lean meat (pork/beef on weekend). Non-Smoker but drink beer in moderation Fridays and Saturdays. Government Manager/Executive with work behind computer and various meetings throughout week. History of Asthma and Allergies x25yrs however controllable without attacks (Meds – Advair Diskus; Claritin; & Flonase). Family history of heart problems – prescribed pre-hypertension meds in 2006; changed to Lisinopril (20mg) in 2010. Diagnosed six months ago with Chronic Epidetimitis. Meds for 90 days only. Occasional flare ups with aches in right side of groin area. For the past year each time I bend down to tie shoes I feel pressure my head. Past three months have had rushing sound in my left ear main when lying down to sleep. Also noticed when I shower that when washing/grazing my inner thighs I felt tenderness or slight pain but only in this fashion. No other pains when sitting; walking; etc. Additionally; recent drainage and dry voice side effects with Flonase. Also noticed increased blood pressure (135/85). In recent months my body has felt drained after daily workouts. My treadmill runs reduced to 20+ minutes at 10 minutes per mile pace. On 1 March 11; I approached fitness coordinator who gave me new interval program to rev-up my metabolism and energy. Run sessions consisted of walk; jog; run (2min each x 30 minute total) and one day of slow hill run; both on treadmill. Off days on elliptical. Initial reaction to increased speed periods during workouts is minor pain in both sides of kidney area. Not sure if muscular/skeletal or internal however run through pain which went away. After two weeks of sessions one night felt slight pressure in head after cooling down at home. Ignored and went about my usual activity. On 15 Mar 11 decided to see my doctor and gave him update of all recent symptoms. Doctor listened to heart; carotid arteries; and conducted EKG (all OK) and scheduled a stress test. Changed Flonase to Nasonex and added additional 10mg Lisinopril – now 30mg). Discussed aging as cause of potential tinnitus in left ear. Continued to conducted regular gym workouts. Two days later (17 Mar 11) I awoke with left rear temporal lobe; upper neck sensations/aches; and increased pressure in ears. Went to clinic and seen by other doctor who conducted series of hands on exams with my head (vision; ears; puffed out checks; pressure; etc.). Doctor diagnosed no emergency however scheduled ENT specialty appt; CT; and MRA. Next day (18 Mar 11) while driving home began having unusual sensations in my head that moved around. Not much pain however on the top left side; then right side; etc. Took some Tylenol which helped. Throughout weekend had same sensations and used Tylenol occasionally. Monday morning (21 Mar 11) while driving back to work sensations began again. Took Tylenol which helped. Worked out in evening. Tuesday morning (22 Mar 11) awoke with head sensations; back pain and spasms throughout the day. Went to doctor on same day and described symptoms. Another EKG (all OK) and prescribed Butalbital-Apap-Caffeine. Chem 7 Labs ordered. Decided not to workout this day and took one pill (Butalbital) in evening. Woke next day (23 Mar 11) without any pain however as day went on back aches and spasms; head sensations set in. Blood drawn in morning and provided results (all normal) in afternoon. Did not go to gym. Noticed spike in BP that night (145/87) with no symptoms and sleep. Woke next day (24 Mar 11) without any pain however after getting up and moving around back aches; bones aches in thighs; calves; shins set in. Noticed aches getting worse while sitting in office computer chair. Took Butalbital however this only dulled the aches. I can feel the underlying pressure in back of head and in body. Same situation on Friday (25 Mar 11). Took medication with same dulling sensations in head; back and body. Noticed BP has dropped to average of 115/77 over past few days. All of recent problems seemed to come out of nowhere. Did I injure myself with the new exercise routine? Is some underlying issue that been progressing without symptom for the past year? All of this has me very concerned. Any assistance would be greatly appreciated.,2011,2011,,Male
Lisinopril+hypertension,My current issues – Head sensations in clusters (top; sides; and back of head); back pain/aches; bone aches in thighs; calves; and fingers; rushing sound in left ear at night or in quiet room; and pressure in rear sometime entire head. Also my scalp has been itchy for past 2-3 months. Have CT; MRA; and ENT Specialist scheduled in next two weeks. Am worried about underlying issues even as recently prescribed medications are dulling the sensations; aches; and pains. My recent history is below. Background – 44 year old male; 5’10”; 210lbs. 24 years in military; retired 3 years ago however remained active and in gym 4-5 days per week. Strength workouts on machines and 20-30 minute endurance workouts on treadmill and elliptical machines alternating days. Healthy diet of High Fiber; Fruits; Vegetables; Chicken and Fish during weekdays. Lean meat (pork/beef on weekend). Non-Smoker but drink beer in moderation Fridays and Saturdays. Government Manager/Executive with work behind computer and various meetings throughout week. History of Asthma and Allergies x25yrs however controllable without attacks (Meds – Advair Diskus; Claritin; & Flonase). Family history of heart problems – prescribed pre-hypertension meds in 2006; changed to Lisinopril (20mg) in 2010. Diagnosed six months ago with Chronic Epidetimitis. Meds for 90 days only. Occasional flare ups with aches in right side of groin area. For the past year each time I bend down to tie shoes I feel pressure my head. Past three months have had rushing sound in my left ear main when lying down to sleep. Also noticed when I shower that when washing/grazing my inner thighs I felt tenderness or slight pain but only in this fashion. No other pains when sitting; walking; etc. Additionally; recent drainage and dry voice side effects with Flonase. Also noticed increased blood pressure (135/85). In recent months my body has felt drained after daily workouts. My treadmill runs reduced to 20+ minutes at 10 minutes per mile pace. On 1 March 11; I approached fitness coordinator who gave me new interval program to rev-up my metabolism and energy. Run sessions consisted of walk; jog; run (2min each x 30 minute total) and one day of slow hill run; both on treadmill. Off days on elliptical. Initial reaction to increased speed periods during workouts is minor pain in both sides of kidney area. Not sure if muscular/skeletal or internal however run through pain which went away. After two weeks of sessions one night felt slight pressure in head after cooling down at home. Ignored and went about my usual activity. On 15 Mar 11 decided to see my doctor and gave him update of all recent symptoms. Doctor listened to heart; carotid arteries; and conducted EKG (all OK) and scheduled a stress test. Changed Flonase to Nasonex and added additional 10mg Lisinopril – now 30mg). Discussed aging as cause of potential tinnitus in left ear. Continued to conducted regular gym workouts. Two days later (17 Mar 11) I awoke with left rear temporal lobe; upper neck sensations/aches; and increased pressure in ears. Went to clinic and seen by other doctor who conducted series of hands on exams with my head (vision; ears; puffed out checks; pressure; etc.). Doctor diagnosed no emergency however scheduled ENT specialty appt; CT; and MRA. Next day (18 Mar 11) while driving home began having unusual sensations in my head that moved around. Not much pain however on the top left side; then right side; etc. Took some Tylenol which helped. Throughout weekend had same sensations and used Tylenol occasionally. Monday morning (21 Mar 11) while driving back to work sensations began again. Took Tylenol which helped. Worked out in evening. Tuesday morning (22 Mar 11) awoke with head sensations; back pain and spasms throughout the day. Went to doctor on same day and described symptoms. Another EKG (all OK) and prescribed Butalbital-Apap-Caffeine. Chem 7 Labs ordered. Decided not to workout this day and took one pill (Butalbital) in evening. Woke next day (23 Mar 11) without any pain however as day went on back aches and spasms; head sensations set in. Blood drawn in morning and provided results (all normal) in afternoon. Did not go to gym. Noticed spike in BP that night (145/87) with no symptoms and sleep. Woke next day (24 Mar 11) without any pain however after getting up and moving around back aches; bones aches in thighs; calves; shins set in. Noticed aches getting worse while sitting in office computer chair. Took Butalbital however this only dulled the aches. I can feel the underlying pressure in back of head and in body. Same situation on Friday (25 Mar 11). Took medication with same dulling sensations in head; back and body. Noticed BP has dropped to average of 115/77 over past few days. All of recent problems seemed to come out of nowhere. Did I injure myself with the new exercise routine? Is some underlying issue that been progressing without symptom for the past year? All of this has me very concerned. Any assistance would be greatly appreciated.,2011,2011,,Male
Lisinopril+hypertension,My current issues – Head sensations in clusters (top; sides; and back of head); back pain/aches; bone aches in thighs; calves; and fingers; rushing sound in left ear at night or in quiet room; and pressure in rear sometime entire head. Also my scalp has been itchy for past 2-3 months. Have CT; MRA; and ENT Specialist scheduled in next two weeks. Am worried about underlying issues even as recently prescribed medications are dulling the sensations; aches; and pains. My recent history is below. Background – 44 year old male; 5’10”; 210lbs. 24 years in military; retired 3 years ago however remained active and in gym 4-5 days per week. Strength workouts on machines and 20-30 minute endurance workouts on treadmill and elliptical machines alternating days. Healthy diet of High Fiber; Fruits; Vegetables; Chicken and Fish during weekdays. Lean meat (pork/beef on weekend). Non-Smoker but drink beer in moderation Fridays and Saturdays. Government Manager/Executive with work behind computer and various meetings throughout week. History of Asthma and Allergies x25yrs however controllable without attacks (Meds – Advair Diskus; Claritin; & Flonase). Family history of heart problems – prescribed pre-hypertension meds in 2006; changed to Lisinopril (20mg) in 2010. Diagnosed six months ago with Chronic Epidetimitis. Meds for 90 days only. Occasional flare ups with aches in right side of groin area. For the past year each time I bend down to tie shoes I feel pressure my head. Past three months have had rushing sound in my left ear main when lying down to sleep. Also noticed when I shower that when washing/grazing my inner thighs I felt tenderness or slight pain but only in this fashion. No other pains when sitting; walking; etc. Additionally; recent drainage and dry voice side effects with Flonase. Also noticed increased blood pressure (135/85). In recent months my body has felt drained after daily workouts. My treadmill runs reduced to 20+ minutes at 10 minutes per mile pace. On 1 March 11; I approached fitness coordinator who gave me new interval program to rev-up my metabolism and energy. Run sessions consisted of walk; jog; run (2min each x 30 minute total) and one day of slow hill run; both on treadmill. Off days on elliptical. Initial reaction to increased speed periods during workouts is minor pain in both sides of kidney area. Not sure if muscular/skeletal or internal however run through pain which went away. After two weeks of sessions one night felt slight pressure in head after cooling down at home. Ignored and went about my usual activity. On 15 Mar 11 decided to see my doctor and gave him update of all recent symptoms. Doctor listened to heart; carotid arteries; and conducted EKG (all OK) and scheduled a stress test. Changed Flonase to Nasonex and added additional 10mg Lisinopril – now 30mg). Discussed aging as cause of potential tinnitus in left ear. Continued to conducted regular gym workouts. Two days later (17 Mar 11) I awoke with left rear temporal lobe; upper neck sensations/aches; and increased pressure in ears. Went to clinic and seen by other doctor who conducted series of hands on exams with my head (vision; ears; puffed out checks; pressure; etc.). Doctor diagnosed no emergency however scheduled ENT specialty appt; CT; and MRA. Next day (18 Mar 11) while driving home began having unusual sensations in my head that moved around. Not much pain however on the top left side; then right side; etc. Took some Tylenol which helped. Throughout weekend had same sensations and used Tylenol occasionally. Monday morning (21 Mar 11) while driving back to work sensations began again. Took Tylenol which helped. Worked out in evening. Tuesday morning (22 Mar 11) awoke with head sensations; back pain and spasms throughout the day. Went to doctor on same day and described symptoms. Another EKG (all OK) and prescribed Butalbital-Apap-Caffeine. Chem 7 Labs ordered. Decided not to workout this day and took one pill (Butalbital) in evening. Woke next day (23 Mar 11) without any pain however as day went on back aches and spasms; head sensations set in. Blood drawn in morning and provided results (all normal) in afternoon. Did not go to gym. Noticed spike in BP that night (145/87) with no symptoms and sleep. Woke next day (24 Mar 11) without any pain however after getting up and moving around back aches; bones aches in thighs; calves; shins set in. Noticed aches getting worse while sitting in office computer chair. Took Butalbital however this only dulled the aches. I can feel the underlying pressure in back of head and in body. Same situation on Friday (25 Mar 11). Took medication with same dulling sensations in head; back and body. Noticed BP has dropped to average of 115/77 over past few days. All of recent problems seemed to come out of nowhere. Did I injure myself with the new exercise routine? Is some underlying issue that been progressing without symptom for the past year? All of this has me very concerned. Any assistance would be greatly appreciated.,2011,2011,,Male
Lisinopril+hypertension,My hushand has been a diabetic for approximately 30 years. Recently he has suffered 3 bouts of congestive heart failure in one year. His ejection factor is 28%. What is his life expectancy? He is on many medications and uses oxygen daily. In the days 2 units and at nights he is 3- 4 units. Vi.,2010,2010,,
Lisinopril+hypertension,Maybe a more productive way to look at post-tx issues and how we might best be able to return to a healthy; symptom-free life is this: It might be a good idea to find out what our forum members have been doing to overcome any post-tx problems they have encountered. Many of us have described problems with depression; pain; mental fogginess; lack of motivation; fatigue; neuropathy; sun sensitivity; rashes; etc. after ending therapy. Rather than try to assign a specific cause to these problems; which always seems to provoke an uproar; let's just discuss how we might overcome these problems; and begin to regain our health. If any of our members have experiences that they wish to relate; regarding their post-tx challenges; and how they have coped; or are coping; this would be a great opportunity to share those insights. This also might provide an opportunity to see a cross section of the forum; and understand how they are feeling and functioning after completing therapy. Please let us know whether you are SVR; or still have the virus. Personally; I am trying to avoid lots of direct sun exposure (I now get a Lupus-like reaction). I use Restasis for the dry and inflamed eyes; and it seems to be working after almost one year of use. I try to get extra sleep each day; and find I feel somewhat more energetic most of those days. I still do fall into unexplained bouts of lethargy; not really depression; but just lack of motivation. I do not feel the drive that I did before tx; or during tx; and often continue to feel spacey. Comments welcomed! DoubleDose,2003,2006,,
Lisinopril+hypertension,Hello; I,2005,2005,,
Lisinopril+hypertension,: : I am 51 yo WF; over wgt by 70 lbs; life-long non-smoker; light social drinker (wine maybe once or twice a week. Stressful jobs and personal life for past 15-20 years. At age 48; found to have HBP of 185/105--during a clinical trial study evaluation for anxiety disorders (double-blind; placebo-controlled study of klonopin). Study coordinator suggested it might be stress-induced. After the study; problem persisted. Had complete physical in Dec 97 significant for HBP with HDL/LDL ratio in an acceptable range. LDL was 257+; but HDL was low enough that the ratio was in an acceptable range. Have tried dietary fat restrictions for 6-8 weeks to lower LDL with no effect. Have developed degenerative arthritis (RA & gout have been ruled out) in both pelvic joints; so walking is often painful or very uncomfortable. Blood pressure remains poorly controlled on atenolol 50 mg qd from Dec 97 to May 98. Added 2 tabs zestoretic 20/12.5 qd. in mid-May. BP still 184/105 - 157/97. Any suggestions; ideas? Worried about taking NSAIDs with the lisinopril d/t side effects. : -------------------------------------------------------------------------- : Dear Amanda; : Topic Area: High Blood Pressure : There are many medications and combinations of medications that can be used to control blood pressure. It is crucial that you keep your blood pressure under control and you must be diligent to work with your doctor to find the right combination of medications that work for you. You are right to be concerned about NSAIDS as these can cause high blood pressure. Ask your doctor is there is something you can substitute for them. : Below is some additional information on high blood pressure. : High blood pressure; or hypertension ; is defined in an adult as a blood pressure : greater than or equal to 140 mm Hg systolic pressure or greater than or equal to : 90 mm Hg diastolic pressure. Blood pressure is measured in millimeters of : mercury (mm Hg). High blood pressure directly increases the risk of : coronary heart disease (which leads to heart attack) and stroke (or brain : attack); especially along with other risk factors. : High blood pressure can occur in children or adults; but is particularly prevalent in : blacks; middle-aged and elderly people; obese people; heavy drinkers and women who are taking oral : contraceptives. Individuals with diabetes mellitus gout or kidney disease have a higher frequency of : hypertension. : How do salt and sodium affect high blood pressure? : Most Americans consume far more salt (sodium) than their bodies need. Heavy sodium consumption increases blood pressure in some people; leading to high blood pressure. People who are diagnosed with high blood pressure are often placed on restricted-sodium diets. : Reducing sodium (or salt) consumption may help lower blood pressure in some people. Your doctor may : recommend a sodium (salt) restricted diet. This will mean you'll have to avoid salty foods and cut down on the amount of salt you use in cooking and at the table. : How does being overweight affect high blood pressure? : Studies have shown that body weight; changes in body weight over time; and skinfold thickness are related to changes in blood pressure levels. These factors have been linked to the subsequent rise and development of high blood pressure. People who are overweight are more likely to have high-normal to mild high blood : pressure. : Physical inactivity is a risk factor for heart disease. In addition; a sedentary or inactive lifestyle tends to : contribute to obesity; a risk factor for both high blood pressure and heart disease. Regular exercise helps : control weight and lower blood pressure. Don't be afraid to be active,1998,1998,,
Lisinopril+hypertension,Posted By Carolyn on July 11; 1998 at 15:56:39: In Reply to: Re: Poorly Controlled HBP 189/105 on 50 mg Atenolol and Zestoretic 10/12.5 posted by CCF CARDIO MD - CRC on July 10; 1998 at 00:23:53: I am 51 yo WF; over wgt by 70 lbs; life-long non-smoker; light social drinker (wine maybe once or twice a week. Stressful jobs and personal life for past 15-20 years. At age 48; found to have HBP of 185/105--during a clinical trial study evaluation for anxiety disorders (double-blind; placebo-controlled study of klonopin). Study coordinator suggested it might be stress-induced. After the study; problem persisted. Had complete physical in Dec 97 significant for HBP with HDL/LDL ratio in an acceptable range. LDL was 257+; but HDL was low enough that the ratio was in an acceptable range. Have tried dietary fat restrictions for 6-8 weeks to lower LDL with no effect. Have developed degenerative arthritis (RA & gout have been ruled out) in both pelvic joints; so walking is often painful or very uncomfortable. Blood pressure remains poorly controlled on atenolol 50 mg qd from Dec 97 to May 98. Added 2 tabs zestoretic 20/12.5 qd. in mid-May. BP still 184/105 - 157/97. Any suggestions; ideas? Worried about taking NSAIDs with the lisinopril d/t side effects. -------------------------------------------------------------------------- Dear Amanda; Topic Area: High Blood Pressure There are many medications and combinations of medications that can be used to control blood pressure. It is crucial that you keep your blood pressure under control and you must be diligent to work with your doctor to find the right combination of medications that work for you. You are right to be concerned about NSAIDS as these can cause high blood pressure. Ask your doctor is there is something you can substitute for them. Below is some additional information on high blood pressure. High blood pressure; or hypertension ; is defined in an adult as a blood pressure greater than or equal to 140 mm Hg systolic pressure or greater than or equal to 90 mm Hg diastolic pressure. Blood pressure is measured in millimeters of mercury (mm Hg). High blood pressure directly increases the risk of coronary heart disease (which leads to heart attack) and stroke (or brain attack); especially along with other risk factors. High blood pressure can occur in children or adults; but is particularly prevalent in blacks; middle-aged and elderly people; obese people; heavy drinkers and women who are taking oral contraceptives. Individuals with diabetes mellitus gout or kidney disease have a higher frequency of hypertension. How do salt and sodium affect high blood pressure? Most Americans consume far more salt (sodium) than their bodies need. Heavy sodium consumption increases blood pressure in some people; leading to high blood pressure. People who are diagnosed with high blood pressure are often placed on restricted-sodium diets. Reducing sodium (or salt) consumption may help lower blood pressure in some people. Your doctor may recommend a sodium (salt) restricted diet. This will mean you'll have to avoid salty foods and cut down on the amount of salt you use in cooking and at the table. How does being overweight affect high blood pressure? Studies have shown that body weight; changes in body weight over time; and skinfold thickness are related to changes in blood pressure levels. These factors have been linked to the subsequent rise and development of high blood pressure. People who are overweight are more likely to have high-normal to mild high blood pressure. Physical inactivity is a risk factor for heart disease. In addition; a sedentary or inactive lifestyle tends to contribute to obesity; a risk factor for both high blood pressure and heart disease. Regular exercise helps control weight and lower blood pressure. Don't be afraid to be active exercise should definitely be part of your daily program. Besides helping to reduce your risk of heart attack; it can also help you lose weight or maintain a healthy weight. Statistics show that many people who have high blood pressure are also overweight. If you are overweight or have gained weight over time; you'll be advised to cut down on calories and lose weight. Your doctor can prescribe a diet that's right for you. If you're given a diet; follow it closely; including any recommendations about reducing your consumption of alcohol. Alcoholic drinks are high in non-nutritious calories; so if you're trying to lose weight; avoid alcoholic beverages. Often when people lose weight; their blood pressure drops as well. How does medicine help control high blood pressure? For some people; weight loss; sodium reduction and other lifestyle changes won't lower high blood pressure as much as it needs to be lowered. If that's your situation; you will probably need to take medication. Many medications are available to reduce high blood pressure. Some get rid of excess fluid and sodium (salt). Others relax constricted blood vessels. Others prevent blood vessels from constricting and narrowing. Because there is usually no cure for high blood pressure; treatment generally must be carried out for life. If treatment is stopped; the pressure may rise again. Doctor and Poster: What is NSAIDS? Thanks.........Carolyn,1998,1995,,
Lisinopril+hypertension,i am a 58 yr female i do have type 2 diabetes;hypothyroidism;muscle spasms and restlesslegg syndrome; all of which are treated with medications. i thought i was going crazy this past january; when my whole body started to vibrate(like holding a purring cat) it only effected me at night mainly. i havent been tested; i did speak to a doctor ( not mine;in the er; she had never heard of this vibration thing;and laughed.) now i know its real and not something that a doctor should laugh at. can it really be related to diabetes or is it a secondary symptom of one of the other problems i have? Donna This discussion is related to vibrations throughout body.,2008,2008,,
Lisinopril+hypertension,Russert's untimely death raises questions about how we're treating heart disease Dear Friend; You won't hear me say this often about anyone in mainstream media; but T. Russert; newsman and anchor of Meet the Press; was someone I respected. I took great joy in watching politicians squirm under his tough questioning. So; like most Americans; I was sad to hear the tragic news of his sudden death. After all; Russert was just 58 years old — relatively young by today's standards. According to his doctors; he had diabetes; heart disease; and he was overweight. Yet without fail; every time I hear a news story or read an article on his death; the commentators express their surprise that something like this could happen to someone who was on blood pressure pills and cholesterol drugs; who exercised routinely (in fact; he worked out on the treadmill the morning he died); and who was on a diet. He'd even recently passed a stress test. I wish I could say I was shocked by this news. Unfortunately; stories like this one only highlight what I've been telling you all along: Blood pressure doesn't cause heart disease; high cholesterol drugs aren't cure-alls; and exercise can do more harm than good. In short; none of the steps Russert's doctors told him to take to address his health concerns were doing a darn bit of good. Instead; if someone had told him to focus on keeping his homocysteine levels low and his magnesium levels high; we might not be having this conversation in the first place. Homocysteine makes cholesterol stick to your artery walls and can also contribute the hardening of your arteries. It's simple to control your cholesterol levels by loading up on B vitamins; like B6; B12 and folate. Magnesium also has vital heart-healthy benefits. "Statins don't protect against heart attacks. And [Russert] didn't know that the lack of one nutrient could have cost him his life;" said acclaimed neurosurgeon Dr. R. B. "The number-one cause of sudden cardiac death is magnesium deficiency. Cardiac patients and those with diabetes have the lowest magnesium levels of all." I've written to you before about the many benefits of magnesium. This mineral prevents blood clots; dilates blood vessels; and can also stop the development of dangerous heart irregularities. It's why I've been such a long-time advocate of increasing magnesium intake for its heart-health benefits – not to mention what it does for your bones and bodily tissues. I've even used magnesium in emergency medicine to help limit brain damage in stroke victims. And yet more than half of Americans have a magnesium deficiency. "People who are deficient in magnesium are most likely to have sudden cardiac arrest; and when they do arrest; they are harder to resuscitate;"DR. B. says. "Many simply can't be resuscitated." Dr. S. B. surgeon in chief of New York's M. Medical Center; did a good job of summing up just why the death of the beloved newsman has so shaken both Americans in general and doctors in particular: "It makes us all feel mortal; and it also highlights the natural history of this silent killer and our limited ability to catch this killer before it strikes." Fighting on in the battle against heart disease; W. C. D. M.D.,2007,2008,,
Lisinopril+hypertension,I would like to know if a patient that has a 3+ reguritation of the left ventricle would ever be able to strengthen the valve without drugs or physican intervention? How important is it to have this monitored?,2007,2007,,
Lisinopril+hypertension,They come; they go. One month exercise causes them; the next month exercise is the only time they don't pester me. For months I could predict ovulation to the DAY just by the palpitation pattern. Now; there's no discernable pattern at all. I'm a person who needs to know how things tick. It's more curiosity than anxiety. It's a drive; a need to know. I took apart all my toys as a kid because I wasn't just content to play with something; I had to know the mechanics of it. Why does the doll talk? Why does the car go when you wind it backward and let go? How do the wheels on this thing stay on it? And this is exactly the same. SOMETHING causes these PACs. While we all know the traditional triggers; something is changing that makes us more prone to them. WHAT!!? A combination? No; because I could have HALF the usual combination and I feel this way; or the entire puzzle and have no symptoms at all. It seems a few of us developed atrial arrhythmias after having children. Clearly; this isn't limited to people who have cardiovascular problems in pregnancy (PPCM; pre-eclampsia; etc.); in fact I think most of the women who develop palpitations afterward have otherwise very normal hearts. So what is it about pregnancy that does it? Hormones? Cardiac structural changes? Are there different states similar to pregnancy that bring about new PACs and SVTs for people? Is it all in the hormones? Is it autoimmune? Is there an inflammatory process? Is it somehow environmental? I'd be interested in how it stacks up statistically too; for instance; how symptomatic are people in the northern US versus the southern US? And east and west too; for that matter. Does time of year make a difference? And are all the things that "help" also just coincidences of timing? It's enough to keep a researcher happily busy for a very long time. You know what I'd like? I'd like enough money to go to medical school. I'd go into cardiology/electrophysiology and would devote my career to searching for the answers to the questions that keep us up at night. Sometimes I kick myself for not following my dream of becoming a cardiologist; something I wanted long before I ever knew what a palpitation felt like.,2004,2007,28,Female
Lisinopril+hypertension,48 y/o nonsmoking slightly overweight female. Low total chol (144) and good hdl. Mild hypertension on Lisinopril and HCTZ. No other meds. 2-3 years ago had a stress test and stress echo after very mild bout of what I thought was minor chest pain; all ok at that time. I've pretty much dismissed any thoughts of problems since then. Couple weeks ago while driving was hit with intense sternal chest burning/pressure that was so painful I felt I might pass out; but didn't. A burning "flush" type pain went up my throat to the lower part of my face. It took about 15 min for symptoms to abate while I contemplated calling 911. I chalked it up to bad heartburn and thought I'd go to the doc if it happened again. Last week; it happened again while I was simply sitting down. Not quite as intense; but exactly the same severe burning in my chest; with the weird flush/burning up my throat to my lower face. This time; it only lasted 6-7 min and wasn't quite as bad. I didn't go to the doctor. I feel as though I would be very low risk for any cardiac blockage; due to my low cholesterol; nonsmoking etc. Someone at work mentioned it could be an esophageal spasm. I hate to be an alarmist; in light of the good stress testing a couple years ago and low risk status. What is your take on this? Should I to to the doc and have another stress test? This happened at rest both times. I have zero problems during strenuous activities. Or just take a wait and see approach? I don't generally ever have heartburn; but I suppose it could be reflux. Thank you.,2005,2006,,
Lisinopril+hypertension,I am a 39 yr old female that has been diagnosed w/Endothelial Dysfunction and Metabolic Disorder and still have uncontrolled blood pressure and heart rate. We have been working with this problem and unexplained arm pain and heaviness since July 05' and I am now starting to experience being winded upon any type of activity; including a shower. My cardiologist has done a heart cath; heart CT; stress test; & blood work which have all come back normal. We have even looked for secondary sources of HP w/Renal CT; 24 hr urine; possibility of some tumors; and blood work and those have come back normal also. I do experience swelling in the legs; feet; hands; and mid section and it's not uncommon for me to gain 5-8 lbs in a week or so; the diuretics help some but not always. I am currently taking Micardis; Toprol XL (100 mg 2x daily); Imdur (30 mg 2x daily); Digoxin (240 mcg daily); Maxide; Lasix (PRN); Potassium; Amaryl; Glucophage; Tricor; Paxil; and Pravachol. Any information on the possible causes will be greatly appreciated.,2006,2006,,
